train_loss,train_acc,test_loss,test_acc,model_name,data
2.1604438307799367,20.923304542546386,2.082184111729217,25.27955271565495,TinyVGG,1
2.0372060061416333,27.133317338451697,2.0216513323707703,27.90535143769968,TinyVGG,1
1.9610504606024852,29.732485604606527,1.979401121124292,28.664137380191693,TinyVGG,1
1.881641438734966,32.831493921944976,2.0079635442636263,27.505990415335464,TinyVGG,1
1.8042102165124543,35.8245361484325,1.9237994721141487,30.79073482428115,TinyVGG,1
